Admin_name,Full_id,Admin_id,2009,1999,1989
Cristelo,10101160208,160208,2.3,1.3,5.4
Dem,10101160209,160209,13.6,2.1,1.6
Gondar,10101160210,160210,4.3,2.2,5.6
Lanhelas,10101160211,160211,2.1,1.3,2.7
Moledo,10101160212,160212,1.6,1.6,1.6
Orbacém,10101160213,160213,5.5,3.5,7.9
Riba de Âncora,10101160214,160214,1.5,1.7,5.2
Seixas,10101160215,160215,3.5,2.5,1
Venade,10101160216,160216,11.3,1.6,3.1
Vila Praia de Âncora,10101160217,160217,4.5,1.6,3.2
Vilar de Mouros,10101160218,160218,8.7,1.7,4.3
Vilarelho,10101160219,160219,2,2.4,3.7
Vile,10101160220,160220,1.6,2.3,3.3
Melgaço,101011603,011603,15.5,4.6,6.7
Alvaredo,10101160301,160301,1.4,1.3,1
Castro Laboreiro,10101160302,160302,64,8.7,12.6
Chaviães,10101160303,160303,3.9,1.7,1.8
Cousso,10101160304,160304,12.4,3,1.9
Cristoval,10101160305,160305,5.5,1.4,1.7
Cubalhão,10101160306,160306,17.9,13,11.2
Fiães,10101160307,160307,14.5,8.5,6.5
Gave,10101160308,160308,4.6,8.4,7.8
Lamas de Mouro,10101160309,160309,78.2,12.5,10
Paços,10101160310,160310,16.9,0.9,2
Paderne,10101160311,160311,2.1,1.7,2.2
Parada do Monte,10101160312,160312,32.9,7.9,35.7
Penso,10101160313,160313,5.7,1.4,2.4
Prado,10101160314,160314,1,1.1,1.8
Remoães,10101160315,160315,1.8,1.5,1.5
Roussas,10101160316,160316,1.1,1.4,4
São Paio,10101160317,160317,1.3,3.8,3.1
Vila,10101160318,160318,1.2,1.8,0.7
Monção,101011604,011604,3.3,3.2,3.2
Abedim,10101160401,160401,9.6,2.8,5.5
Anhões,10101160402,160402,14.5,13,9.9
Badim,10101160403,160403,9.9,7.2,5.8
Barbeita,10101160404,160404,1.2,1.2,1.1
Barroças e Taias,10101160405,160405,1.1,1.3,2.1
Bela,10101160406,160406,1,1.2,1.8
Cambeses,10101160407,160407,1.6,1.3,2
Ceivães,10101160408,160408,1.4,1.6,1.4
Lapela,10101160409,160409,1,1.1,1.6
Lara,10101160410,160410,1.6,1.2,1.1
Longos Vales,10101160411,160411,2.2,2.1,3.1
Lordelo,10101160412,160412,9.4,10.3,8.4
Luzio,10101160413,160413,20.5,17.9,9.5
Mazedo,10101160414,160414,1.5,1.8,1.2
Merufe,10101160415,160415,1.7,4.7,5.8
Messegães,10101160416,160416,1.3,1.2,1.5
Monção,10101160417,160417,3.1,3.2,3.1
Moreira,10101160418,160418,1.7,1.3,1.6
Parada,10101160419,160419,9.2,3.6,3.1
Pias,10101160420,160420,1.8,1.8,1.8
Pinheiros,10101160421,160421,1.7,2.2,2.2
Podame,10101160422,160422,2.4,2.7,3.2
Portela,10101160423,160423,1.5,2.1,2.6
Riba de Mouro,10101160424,160424,6.3,3.6,3
Sá,10101160425,160425,1.5,3,2.5
Sago,10101160426,160426,2.9,2.8,3.2
Segude,10101160427,160427,1.1,1.7,2
Tangil,10101160428,160428,4.9,3.3,6.1
Troporiz,10101160429,160429,0.9,0.9,1.2
Troviscoso,10101160430,160430,2.2,2,1.3
Trute,10101160431,160431,3.5,1.6,2.5
Valadares,10101160432,160432,2.1,1.8,1.6
Cortes,10101160433,160433,1.7,1.7,0
Paredes de Coura,101011605,011605,4.1,3.8,4.1
Agualonga,10101160501,160501,2.8,3.3,4.6
Bico,10101160502,160502,3.2,2.6,4.2
Castanheira,10101160503,160503,4.5,4.7,3.6
Cossourado,10101160504,160504,2,2.4,3.5
Coura,10101160505,160505,4.6,4.2,2.6
Cristelo,10101160506,160506,2.3,2.6,1.8
Cunha,10101160507,160507,5.2,2.6,4
Ferreira,10101160508,160508,4.2,5.8,5.9
Formariz,10101160509,160509,5,3.2,2.5
Infesta,10101160510,160510,2.6,3.8,3.6
Insalde,10101160511,160511,10.3,7.3,8.2
Linhares,10101160512,160512,2.1,1.8,8.1
Mozelos,10101160513,160513,5.4,5.1,2.1
Padornelo,10101160514,160514,3.2,4.3,6
Parada,10101160515,160515,4.8,3,3
Paredes de Coura,10101160516,160516,2.6,2.7,1.4
Porreiras,10101160517,160517,6.5,5.7,17.2
Resende,10101160518,160518,2.1,2.2,1.6
Romarigães,10101160519,160519,2.8,2.1,4.5
Rubiães,10101160520,160520,2,2.4,3.3
Vascões,10101160521,160521,5.2,6.9,2.8
Ponte da Barca,101011606,011606,4.6,9.6,3.7
Azias,10101160601,160601,1.8,2.6,1.9
Boivães,10101160602,160602,2,1.8,2.1
Bravães,10101160603,160603,2.4,2.3,1.5
Britelo,10101160604,160604,27.5,157.2,16.4
Crasto,10101160605,160605,2.3,2.9,2.6
Cuide de Vila Verde,10101160606,160606,3.9,2.3,2.5
Entre Ambos-os-Rios,10101160607,160607,15.4,13.7,3.1
Ermida,10101160608,160608,13.2,13.5,35.2
Germil,10101160609,160609,39.4,40.3,19
Grovelas,10101160610,160610,1.9,2.1,1.8
Lavradas,10101160611,160611,2.5,1.8,2
Lindoso,10101160612,160612,1.3,19.6,2.9
Nogueira,10101160613,160613,2.3,1.8,1.7
Oleiros,10101160614,160614,3.5,3.3,1.8
Paço Vedro de Magalhães,10101160615,160615,1.9,2.7,2.4
Ponte da Barca,10101160616,160616,1.9,2.1,2.1
Ruivos,10101160617,160617,1.7,2.2,2
Touvedo (Salvador),10101160618,160618,1.8,2.7,3.5
Sampriz,10101160619,160619,1.6,1.5,2.2
Vila Chã (Santiago),10101160620,160620,24.6,4.3,10.1
Vila Chã (São João Baptista),10101160621,160621,1.7,4.3,1.9
Touvedo (São Lourenço),10101160622,160622,1.8,2.1,1.4
Vade (São Pedro),10101160623,160623,1.9,2.2,2.5
Vade (São Tomé),10101160624,160624,1.9,1.9,2.3
Vila Nova de Muía,10101160625,160625,1.5,2.3,1.9
Ponte de Lima,101011607,011607,3.1,2.9,2.2
Anais,10101160701,160701,1.9,1.4,1.8
Arca,10101160702,160702,3.6,4.5,3.6
Arcos,10101160703,160703,4.2,3.2,4.5
Arcozelo,10101160704,160704,2.8,2.4,2.2
Ardegão,10101160705,160705,2.6,2.2,2.3
Bárrio,10101160706,160706,12,3.5,6.8
Beiral do Lima,10101160707,160707,2.7,1.9,1.8
Bertiandos,10101160708,160708,3.5,1.6,2.5
Boalhosa,10101160709,160709,4.3,2.2,1.9
Brandara,10101160710,160710,2.3,2.2,2.4
Cabaços,10101160711,160711,2,1.7,1.6
Cabração,10101160712,160712,4,38.3,4.8
Calheiros,10101160713,160713,4,3.1,2.4
Calvelo,10101160714,160714,3.7,3,2.3
Cepões,10101160715,160715,8.8,3.2,2.1
Correlhã,10101160716,160716,2.2,2.1,1.9
Estorãos,10101160717,160717,4,3.3,1.3
Facha,10101160718,160718,8.3,3.9,2.9
Feitosa,10101160719,160719,2.3,2.5,2.2
Fojo Lobal,10101160720,160720,3.3,1.6,5.2
Fontão,10101160721,160721,2.9,2.1,2.8
Fornelos,10101160722,160722,1.4,1.6,2
Freixo,10101160723,160723,2.1,2.4,2
Friastelas,10101160724,160724,2.1,2,1.8
Gaifar,10101160725,160725,3.8,4,2.7
Gandra,10101160726,160726,2.1,1.6,1.5
Gemieira,10101160727,160727,2.6,2.1,2.5
Gondufe,10101160728,160728,2.5,2.6,2.1
Labruja,10101160729,160729,4.4,10,1.4
Labrujó,10101160730,160730,10,7.6,2.8
Mato,10101160731,160731,2.5,3.1,2.3
Moreira do Lima,10101160732,160732,1.9,2.1,1.6
Navió,10101160733,160733,1.8,2.1,2.3
Poiares,10101160734,160734,2.5,2.8,2
Ponte de Lima,10101160735,160735,2.2,2.6,2.1
Queijada,10101160736,160736,2.2,1.7,2.7
Refóios do Lima,10101160737,160737,2.9,2.3,2
Rendufe,10101160738,160738,4,4.6,1.6
Ribeira,10101160739,160739,1.8,1.9,2.3
Sá,10101160740,160740,2.5,1.6,2.1
Sandiães,10101160741,160741,2.9,2,2.5
Santa Comba,10101160742,160742,1.5,2.3,1.7
Santa Cruz do Lima,10101160743,160743,1.7,1.8,1.4
Rebordões (Santa Maria),10101160744,160744,6.4,4.1,1.3
Seara,10101160745,160745,2.1,2,2.1
Serdedelo,10101160746,160746,3.2,2.4,2.1
Rebordões (Souto),10101160747,160747,2.1,2.6,1.6
Vilar das Almas,10101160748,160748,2.2,2.3,2.4
Vilar do Monte,10101160749,160749,15.6,9.1,3.5
Vitorino das Donas,10101160750,160750,2.3,2,2.1
Vitorino dos Piães,10101160751,160751,2.3,1.7,1.4
Valença,101011608,011608,3.7,2.7,2.3
Arão,10101160801,160801,2.8,1.8,1.2
Boivão,10101160802,160802,3.3,1.8,3.1
Cerdal,10101160803,160803,5.7,2.2,1.7
Cristelo Covo,10101160804,160804,2.6,2.5,1.5
Fontoura,10101160805,160805,5.3,2.6,2.5
Friestas,10101160806,160806,1,1.3,1.4
Gandra,10101160807,160807,1.7,1.8,2.2
Ganfei,10101160808,160808,2,2,1.8
Gondomil,10101160809,160809,1.7,1.4,1.9
Sanfins,10101160810,160810,1.2,13.4,5.4
São Julião,10101160811,160811,1.9,2.2,1.9
São Pedro da Torre,10101160812,160812,2.4,2.2,1.6
Silva,10101160813,160813,4.1,2.3,2.9
Taião,10101160814,160814,18.3,10.5,14.1
Valença,10101160815,160815,1,1.5,1.3
Verdoejo,10101160816,160816,1.9,1.3,1
Viana do Castelo,101011609,011609,4.8,3,2.2
Afife,10101160901,160901,9.5,2.6,1.8
Alvarães,10101160902,160902,2,2.4,1.7
Amonde,10101160903,160903,13.9,1.2,1.6
Anha,10101160904,160904,4.3,2.8,1.5
Areosa,10101160905,160905,7.1,2.8,1.8
Barroselas,10101160906,160906,4.1,2.4,1.2
Cardielos,10101160907,160907,2.2,2,1.3
Carreço,10101160908,160908,7.8,4.4,1.8
Carvoeiro,10101160909,160909,9,2.8,11.7
Castelo do Neiva,10101160910,160910,2.4,1.6,1.1
Darque,10101160911,160911,9.6,2.1,1.1
Deão,10101160912,160912,1.7,1.8,1.7
Deocriste,10101160913,160913,1.8,1.7,1.7
Freixieiro de Soutelo,10101160914,160914,5.5,2.2,1.8
Lanheses,10101160915,160915,2,1.9,1.7
Mazarefes,10101160916,160916,2.5,1.7,1.4
Meadela,10101160917,160917,2,2.9,2.1
Meixedo,10101160918,160918,2.1,1.6,1.7
Viana do Castelo (Monserrate),10101160919,160919,1.4,0,3
Montaria,10101160920,160920,34.4,22.4,10.4
Moreira de Geraz do Lima,10101160921,160921,2.5,2.1,1.9
Mujães,10101160922,160922,1.8,2.2,1.8
Neiva,10101160923,160923,2.1,2.2,1.4
Nogueira,10101160924,160924,3.6,1.3,1.9
Outeiro,10101160925,160925,5.8,1.2,1.5
Perre,10101160926,160926,3.1,2.9,2.8
Portela Susã,10101160927,160927,1.3,1.4,1
Portuzelo,10101160928,160928,2.6,2.4,2.3
Geraz do Lima (Santa Leocádia),10101160929,160929,2.3,3.2,1.5
Geraz do Lima (Santa Maria),10101160930,160930,2.4,1.6,1.4
Viana do Castelo (Santa Maria Maior),10101160931,160931,3.8,1.2,1.7
Serreleis,10101160932,160932,1.7,1.9,1.5
Subportela,10101160933,160933,1.7,1.9,1.6
Torre,10101160934,160934,5.1,2.3,2.2
Vila Franca,10101160935,160935,1.8,1.8,1.7
Vila Fria,10101160936,160936,3.9,2.7,1.8
Vila Mou,10101160937,160937,1.5,1.6,1.8
Vila de Punhe,10101160938,160938,3.2,2.7,1.5
Vilar de Murteda,10101160939,160939,9.6,1.5,2.1
Chafé,10101160940,160940,4.3,2,1.4
Vila Nova de Cerveira,101011610,011610,4.9,2.6,3.6
Campos,10101161001,161001,2.2,2.4,2.4
Candemil,10101161002,161002,4.3,2.3,1.8
Cornes,10101161003,161003,11,2.7,2.3
Covas,10101161004,161004,11.9,3.7,8.8
Gondar,10101161005,161005,4.3,2.1,6.9
Gondarém,10101161006,161006,1.6,2.1,0.9
Loivo,10101161007,161007,1.4,1.4,0.9
Lovelhe,10101161008,161008,2.7,3.5,2
Mentrestido,10101161009,161009,4,1.3,5.4
Nogueira,10101161010,161010,5.7,4,2
Reboreda,10101161011,161011,3.8,3.5,2.2
Sapardos,10101161012,161012,4.2,1.7,2.1
Sopo,10101161013,161013,3.4,1.4,1.6
Vila Meã,10101161014,161014,1.9,4.5,2.6
Vila Nova de Cerveira,10101161015,161015,1,0,6.4
Cávado,10102,10102,3.9,3.2,2.4
Amares,101020301,020301,2.8,2.3,2.3
Amares,10102030101,030101,3.7,1.6,2.4
Barreiros,10102030102,030102,2.1,2.2,2
Besteiros,10102030103,030103,2.2,2,2.1
Bico,10102030104,030104,1.6,3,1.8
Caires,10102030105,030105,2.2,1.7,2
Caldelas,10102030106,030106,2,2.8,2.1
Carrazedo,10102030107,030107,6.8,6.6,3.7
Dornelas,10102030108,030108,3.1,2.5,3.3
Ferreiros,10102030109,030109,2.7,3.2,3.8
Figueiredo,10102030110,030110,2.5,2.1,2.9
Fiscal,10102030111,030111,2.4,2.2,2.1
Goães,10102030112,030112,2,1.7,1.5
Lago,10102030113,030113,2.6,2.3,2.2
Paranhos,10102030114,030114,1.9,1.6,2.6
Paredes Secas,10102030115,030115,2.2,2.4,2.5
Portela,10102030116,030116,2,1.9,2.1
Prozelo,10102030117,030117,5.5,4.8,4
Rendufe,10102030118,030118,6.8,4,1.8
Bouro (Santa Maria),10102030119,030119,2.2,1,2
Bouro (Santa Marta),10102030120,030120,2.1,1.7,2.6
Sequeiros,10102030121,030121,2.1,1.7,2
Seramil,10102030122,030122,2.7,1.9,2.7
Torre,10102030123,030123,2.1,1.5,1.8
Vilela,10102030124,030124,2.8,1.8,2.5
Barcelos,101020302,020302,4,3,2.4
Abade de Neiva,10102030201,030201,3.5,3,3.4
Aborim,10102030202,030202,3.1,2.3,1.9
Adães,10102030203,030203,3.7,2.8,4.2
Aguiar,10102030204,030204,3.6,2.2,1.4
Airó,10102030205,030205,2.1,2.1,2.9
Aldreu,10102030206,030206,4,2.9,2.2
Alheira,10102030207,030207,2.2,2,2.3
Alvelos,10102030208,030208,3.2,3.6,2.3
Arcozelo,10102030209,030209,4.3,5,5.4
Areias,10102030210,030210,3.2,2.8,1.9
Areias de Vilar,10102030211,030211,4.3,4,2.6
Balugães,10102030212,030212,2.6,2.6,1.8
Barcelinhos,10102030213,030213,5.3,3.7,2.8
Barcelos,10102030214,030214,0,0,0
Barqueiros,10102030215,030215,4,2.8,2
Cambeses,10102030216,030216,3.5,3.2,2.3
Campo,10102030217,030217,3.3,3.2,1.4
Carapeços,10102030218,030218,2.4,2.2,2
Carreira,10102030219,030219,5.3,4,3.6
Carvalhal,10102030220,030220,4.1,4.2,2.9
Carvalhos,10102030221,030221,4,3.7,2.7
Chavão,10102030222,030222,4.4,3.5,2.6
Chorente,10102030223,030223,8.5,5.7,4.1
Cossourado,10102030224,030224,4.3,3.6,2.3
Courel,10102030225,030225,4.8,3.5,2.9
Couto,10102030226,030226,1.7,1.6,1.3
Creixomil,10102030227,030227,2.6,2.3,2.3
Cristelo,10102030228,030228,6.4,4.5,2.5
Durrães,10102030229,030229,1.1,1.8,1.1
Encourados,10102030230,030230,2.4,3.4,2.5
Faria,10102030231,030231,4.3,3.1,2.4
Feitos,10102030232,030232,1.9,2.1,1
Fonte Coberta,10102030233,030233,1.8,2.5,2.2
Fornelos,10102030234,030234,4.1,2.7,1.7
Fragoso,10102030235,030235,2.8,1.7,1.2
Gamil,10102030236,030236,3.8,3.4,2.6
Gilmonde,10102030237,030237,3.2,2.8,1.7
Góios,10102030238,030238,5.1,3.7,4.2
Grimancelos,10102030239,030239,4,3.2,2.8
Gueral,10102030240,030240,5.3,4.4,4.5
Igreja Nova,10102030241,030241,2.7,2.3,1.9
Lama,10102030242,030242,2.8,3.7,3.1
Lijó,10102030243,030243,3.1,2.9,2.1
Macieira de Rates,10102030244,030244,6.1,4.7,3.2
Manhente,10102030245,030245,13.4,6.2,4.4
Mariz,10102030246,030246,4.2,3.6,2.5
Martim,10102030247,030247,2.1,1.8,2.1
Midões,10102030248,030248,6,3.3,4.1
Milhazes,10102030249,030249,4.8,4.1,3.2
Minhotães,10102030250,030250,7.7,4.7,2.8
Monte de Fralães,10102030251,030251,5.9,4.2,3.4
Moure,10102030252,030252,3.6,2.9,3
Negreiros,10102030253,030253,3.9,3.5,2.6
Oliveira,10102030254,030254,3.1,2.4,1.9
Palme,10102030255,030255,2.7,2,1.8
Panque,10102030256,030256,2.6,2.5,1.6
Paradela,10102030257,030257,5.4,3.5,2.3
Pedra Furada,10102030258,030258,4.1,3,2.6
Pereira,10102030259,030259,1.9,1.9,2.3
Perelhal,10102030260,030260,2.7,2,2.1
Pousa,10102030261,030261,3,2.1,2.2
Quintiães,10102030262,030262,2.2,1.9,1.5
Remelhe,10102030263,030263,4.6,3.8,3.1
Roriz,10102030264,030264,4.4,3.1,2.2
Rio Covo (Santa Eugénia),10102030265,030265,5.2,4.2,4.6
Rio Covo (Santa Eulália),10102030266,030266,5.5,4.2,3.1
Tamel (Santa Leocádia),10102030267,030267,1.7,1.8,2.2
Galegos (Santa Maria),10102030268,030268,2.1,2.1,1.3
Bastuço (Santo Estêvão),10102030269,030269,2.9,2.2,2.6
Bastuço (São João),10102030270,030270,3.8,2.5,2.2
Alvito (São Martinho),10102030271,030271,5.9,5.2,2.3
Galegos (São Martinho),10102030272,030272,4,3.2,1.6
Vila Frescainha (São Martinho),10102030273,030273,4.1,3.3,2.7
Alvito (São Pedro),10102030274,030274,4.2,3.4,1.6
Vila Frescainha (São Pedro),10102030275,030275,2.4,2.5,2.3
Tamel (São Pedro Fins),10102030276,030276,3.4,2.3,1.8
Tamel (São Veríssimo),10102030277,030277,3.3,3.6,2.5
Sequeade,10102030278,030278,3.4,2.7,2.3
Silva,10102030279,030279,3.1,2.3,1.8
Silveiros,10102030280,030280,4.9,4.6,3.6
Tregosa,10102030281,030281,5.6,2.4,1.5
Ucha,10102030282,030282,5.1,3.4,2.4
Várzea,10102030283,030283,2.5,2.2,1.9
Viatodos,10102030284,030284,3.4,4.1,3.1
Vila Boa,10102030285,030285,11.7,6,3
Vila Cova,10102030286,030286,5.3,2.1,2.3
Vila Seca,10102030287,030287,3.9,2.8,2.3
Vilar de Figos,10102030288,030288,3.6,3,2.9
Vilar do Monte,10102030289,030289,1.8,1.8,1.4
Braga,101020303,020303,3.1,2.9,2.9
Adaúfe,10102030301,030301,4.2,3.5,3.2
Arcos,10102030302,030302,2.1,2.3,1.8
Arentim,10102030303,030303,2.6,2.4,2.4
Aveleda,10102030304,030304,2.7,1.7,2.2
Cabreiros,10102030305,030305,2.5,2.1,2.6
Celeirós,10102030306,030306,1.9,2.3,2.6
Braga (Cividade),10102030307,030307,0.5,0,0
Crespos,10102030308,030308,2.7,2.3,3
Cunha,10102030309,030309,4.1,3.3,3.4
Dume,10102030310,030310,3,3.6,2.9
Escudeiros,10102030311,030311,2,2.1,2.5
Espinho,10102030312,030312,2.9,3.1,2.5
Esporões,10102030313,030313,3.1,3.1,2.5
Ferreiros,10102030314,030314,3.3,3,2
Figueiredo,10102030315,030315,3.7,3.1,2.8
Fraião,10102030316,030316,1.7,1.7,2.5
Frossos,10102030317,030317,4.2,4.3,3.2
Gondizalves,10102030318,030318,3.3,2.5,2.7
Gualtar,10102030319,030319,1.1,2,4
Guisande,10102030320,030320,2.8,2.4,2.6
Lamaçães,10102030321,030321,4.6,5.5,4.9
Lamas,10102030322,030322,2.1,2.2,2.5
Lomar,10102030323,030323,3.6,3.1,2.6
Braga (Maximinos),10102030324,030324,2.1,2.7,2.4
Mire de Tibães,10102030325,030325,3,2.5,2.4
Morreira,10102030326,030326,3.3,2.7,2.8
Navarra,10102030327,030327,3.3,2.5,3
Nogueira,10102030328,030328,3.2,3.2,2.9
Nogueiró,10102030329,030329,2.9,2.4,3.7
Padim da Graça,10102030330,030330,3.2,2.1,1.8
Palmeira,10102030331,030331,3.5,3.5,3.6
Panoias,10102030332,030332,2.4,3,2.3
Parada de Tibães,10102030333,030333,4.9,3.5,2.6
Pedralva,10102030334,030334,4.1,3.4,3
Pousada,10102030335,030335,2.8,3,2.5
Priscos,10102030336,030336,3.6,3.2,2.6
Real,10102030337,030337,3.9,5.4,3.7
Ruilhe,10102030338,030338,3.5,2.4,2.2
Santa Lucrécia de Algeriz,10102030339,030339,4.7,3.5,3.8
Penso (Santo Estêvão),10102030340,030340,8,5.6,2.7
Braga (São João do Souto),10102030341,030341,0,0,0
Braga (São José de São Lázaro),10102030342,030342,1.9,0,0
Passos (São Julião),10102030343,030343,2.9,2.7,3.3
Este (São Mamede),10102030344,030344,2.7,1.8,3.1
Merelim (São Paio),10102030345,030345,2.4,2.1,3.3
Este (São Pedro),10102030346,030346,3.2,2.5,2.9
Merelim (São Pedro),10102030347,030347,4,4.1,3.8
Oliveira (São Pedro),10102030348,030348,3,2.3,2.4
Braga (São Vicente),10102030349,030349,0,1.7,4.1
Penso (São Vicente),10102030350,030350,6.4,6.7,5.3
Braga (São Vítor),10102030351,030351,2.8,3.1,3.7
Braga (Sé),10102030352,030352,0,0,0
Semelhe,10102030353,030353,2.8,3.7,3.9
Sequeira,10102030354,030354,2.8,2.6,3.3
Sobreposta,10102030355,030355,2.4,2.5,3.1
Tadim,10102030356,030356,2.9,3,2.7
Tebosa,10102030357,030357,1.8,2.9,2.8
Tenões,10102030358,030358,2.1,2.7,3.7
Trandeiras,10102030359,030359,1.6,2.4,2.4
Vilaça,10102030360,030360,2,3.5,4.4
Vimieiro,10102030361,030361,3.2,2.1,2.5
Fradelos,10102030362,030362,1.8,1.7,0
Esposende,101020306,020306,2.6,2,1.6
Antas,10102030601,030601,2,1.8,1
Apúlia,10102030602,030602,1.7,1.4,1.2
Belinho,10102030603,030603,1.6,1.2,1
Curvos,10102030604,030604,2.5,2.4,1.4
Esposende,10102030605,030605,1.2,0,2.9
Fão,10102030606,030606,3.6,4.4,2
Fonte Boa,10102030607,030607,2.8,3.7,3.5
Forjães,10102030608,030608,2.4,1.7,1.5
Gandra,10102030609,030609,6.3,4.6,2.5
Gemeses,10102030610,030610,3.1,2.6,2.3
Mar,10102030611,030611,1.5,1.3,1.4
Marinhas,10102030612,030612,2.7,1.3,1.4
Palmeira de Faro,10102030613,030613,2,1.5,1.6
Rio Tinto,10102030614,030614,4.4,3.2,2.2
Vila Chã,10102030615,030615,1.8,1.8,1.1
Terras de Bouro,101020310,020310,13.8,11.2,4.1
Balança,10102031001,031001,3.2,2.2,4.1
Brufe,10102031002,031002,6.3,70.7,62.2
Campo do Gerês,10102031003,031003,349.4,6.2,2.1
Carvalheira,10102031004,031004,9.7,10.5,3.9
Chamoim,10102031005,031005,4.4,10.9,4.1
Chorense,10102031006,031006,5,8.6,2.7
Cibões,10102031007,031007,4.8,9.4,1.7
Covide,10102031008,031008,27.3,39.5,3.9
Gondoriz,10102031009,031009,2.3,10.9,1.7
Moimenta,10102031010,031010,2.4,2,2.4
Monte,10102031011,031011,18.2,6.6,8.6
Ribeira,10102031012,031012,2,1,2.1
Rio Caldo,10102031013,031013,7.7,10.4,3.6
Souto,10102031014,031014,1.7,1.2,2
Valdosende,10102031015,031015,2.5,2.6,2.3
Vilar,10102031016,031016,4,21.2,2.1
Vilar da Veiga,10102031017,031017,32.2,10.2,2.4
Vila Verde,101020313,020313,2.6,2.2,2.3
Aboim da Nóbrega,10102031301,031301,2.7,1.8,2.2
Arcozelo,10102031302,031302,2.9,2.9,2.8
Atães,10102031303,031303,1.7,1.5,1.5
Atiães,10102031304,031304,2.4,2.8,2.9
Azões,10102031305,031305,1.9,2.3,2.2
Barbudo,10102031306,031306,2.7,2,2.4
Barros,10102031307,031307,1.7,1.4,1.5
Cabanelas,10102031308,031308,4.7,4.3,3.7
Cervães,10102031309,031309,1.7,1.7,2.7
Codeceda,10102031310,031310,1.9,2.1,2
Coucieiro,10102031311,031311,3.4,3.2,2.6
Covas,10102031312,031312,1.8,2,2.3
Dossãos,10102031313,031313,1.8,1.3,2.1
Duas Igrejas,10102031314,031314,1.5,1.4,1.9
Esqueiros,10102031315,031315,4.9,3.5,3.1
Freiriz,10102031316,031316,1.4,1.6,2.5
Geme,10102031317,031317,2.7,2.1,1.8
Goães,10102031318,031318,3.8,2.3,2.5
Godinhaços,10102031319,031319,1.6,1.4,2.1
Gomide,10102031320,031320,1.9,1.6,2.3
Gondiães,10102031321,031321,3,1.5,1.9
Gondomar,10102031322,031322,3.1,3.2,4
