"","elasticity","fom_2","fom_4","fom_8","iter"
"13","0.75,0.68,0.59,0.67,0.67,0.37,0.74,0.71,0.51,0.27,0.38,0.21,0.71,0.09,0.68,0.98",0.0953863572035098,0.265422334704207,0.86473131562693,13
"14","0.68,0.57,0.04,0.35,0.74,0.01,0.45,0.46,0.35,0.98,0.15,0.33,0.97,0.81,0.55,0.98",0.0879464921018927,0.276328502415459,0.884242424242424,14
"15","0.82,0.96,0.58,0.83,0.45,0.13,0.79,0.35,0.93,0.26,0.78,0.13,0.48,0.06,0.32,0.98",0.0826754700732023,0.264405663483701,0.871384615384615,15
"16","0.1,0.72,0.02,0.49,0.19,0.56,0.5,0.18,0.48,0.24,0.47,0.65,0.49,0.98,0.87,0.98",0.0794012829650748,0.175032175032175,0.513922518159806,16
"17","0.85,0.34,0.32,0.58,0.23,0.37,0.93,0.68,0.09,0.94,0.22,0.79,0.3,0.03,0.94,0.98",0.0971967882800395,0.244541484716157,0.766470588235294,17
"18","0.38,0.82,0.98,0.8,0.67,0.01,0.02,0.79,0.8,0.48,0.25,0.92,0.91,0.66,0.12,0.98",0.0651049152055189,0.252317880794702,0.779044516829533,18
"19","0.93,0.72,0.52,0.61,1,0.62,0.08,0.25,0.85,0.72,0.07,0.79,0.13,0.13,0.63,0.98",0.0761465243726565,0.239732888146911,0.840579710144927,19
"20","0.29,0.01,0.35,0.69,0.16,0.33,0.62,0.21,0.67,0.69,0.5,0.24,0.97,0.15,0.01,0.98",0.104519378760319,0.266585142158361,0.85809987819732,20
"21","0.27,0.15,0.12,0.99,0.49,0.78,0.3,0.7,0.02,0.45,0.79,0.47,0.15,0.78,0.46,0.98",0.0964838255977497,0.244540141494924,0.834212067955477,21
"22","0.18,0.44,0.43,0.96,0.63,0.01,0.91,0.03,0.59,0.51,0.97,0.19,0.95,0.87,0.89,0.98",0.0985556499575192,0.260966306420851,0.810500905250453,22
"23","0.03,0.61,0.39,0.54,0.37,0.17,0.66,0.03,0.2,0.09,0.92,0.56,0.56,0.22,0.35,0.98",0.100506756756757,0.226695571384329,0.772782503037668,23
"24","0.38,0.53,0.85,0.95,0.97,0.7,0.56,0.13,0.9,0.1,0.46,0.86,0.41,0.68,0.32,0.98",0.0917888145723637,0.244622792937399,0.813245823389021,24
"25","0.05,0.16,0.84,0.7,0.34,0.42,0.43,0,0.78,0.3,0.43,0.27,0.88,0.67,0.56,0.98",0.102075154234436,0.251467408093914,0.829774252593044,25
"26","0.2,0.48,0.09,0.61,0.73,0.39,0.48,0.93,0.72,0.63,0.61,0.61,0.01,0.68,0.03,0.98",0.101400084853627,0.247281764523143,0.800824985268119,26
"27","0.14,0.23,0.8,0.26,0.35,0.87,0.15,0.65,0.87,0.61,0.04,0.18,0.63,0.1,0.72,0.98",0.104303939436422,0.247232472324723,0.783866995073892,27
"28","0.32,0.89,0.12,0.82,0.2,0.97,0.15,0.96,0.37,0.17,0.5,0.09,0.24,0.14,0.02,0.98",0.0889079473985135,0.258054123711341,0.880879657910812,28
"29","0.68,0.87,0.97,0.2,0.1,0.53,0.23,0.7,0.5,0.08,0.59,0.97,0.82,0.19,0.87,0.98",0.084810665153879,0.260855784469096,0.889372280919826,29
"30","0.23,0.2,0.12,0.36,0.64,0.05,0.52,0.91,0.01,0.18,0.7,0.97,0.64,0,0.26,0.98",0.0950764006791171,0.251711263223398,0.839634146341463,30
"31","0.89,0.06,0.73,0.71,0.57,0.04,0.94,0.55,0.23,0.78,0.73,0.38,0,0.71,0.99,0.98",0.0970750317931327,0.232164821648217,0.830437387657279,31
"32","0.66,0.14,0.95,0.11,0.83,0.17,0.03,0.23,0.33,0.41,0.22,0.87,0.18,0.31,0.42,0.98",0.093431483578709,0.249765844520761,0.86829558998808,32
"33","0.72,0.96,0.49,0.94,0.67,0.39,0.75,0.07,0.4,0.3,0.52,0.82,0.3,0.74,0.57,0.98",0.0708248324103761,0.260642009769714,0.849225268176401,33
"34","0.61,0.35,0.9,0.63,0.69,0.41,0.02,0.91,0.28,0.63,0.08,0.99,0.29,0.52,0.66,0.98",0.0903606005331838,0.213869285056766,0.650455927051672,34
"35","0.41,0.96,0.9,0.84,0.6,0.8,0.12,0.62,0.23,0.11,0.07,0.28,0.52,0.68,0.34,0.98",0.0793605069854528,0.254208754208754,0.865256797583082,35
"36","0.8,0.09,0.08,0.21,0.5,0.24,0.49,0.68,1,0.79,0.71,0.76,0.1,0.28,0.71,0.98",0.0948068487335503,0.255507955936352,0.844827586206897,36
"37","0.14,0.25,0.39,0.25,0.03,0.07,0.56,0.1,0.93,0.15,0.19,0.26,0.22,0.64,0.51,0.98",0.102363305831352,0.239308462238398,0.712048192771084,37
"38","0.02,0.96,0.46,0.42,0.26,0.29,0.12,0.24,0.7,0.33,0.05,0.22,0.09,1,0.47,0.98",0.0816472951642991,0.252411040904556,0.88936170212766,38
"39","0.26,0.11,0.44,0.1,0.62,0.41,0.68,0.84,0.68,0.13,0.44,0.16,0.18,0.42,0.55,0.98",0.104827392646646,0.245689655172413,0.867272727272727,39
"40","0.11,0.25,0.2,0.24,0.75,0.75,0.31,0.6,0.13,0.89,0.46,0.39,0.04,0.09,0.55,0.98",0.103404614518852,0.263783125190375,0.86742651469706,40
"41","0.06,0.64,0.3,0.24,0.26,0.11,0.64,0.99,0.7,0.46,0.01,0.27,0.27,0.57,0.74,0.98",0.102060982495765,0.259457755359395,0.861566484517304,41
"42","0.43,0.3,0.18,0.2,0.81,0.02,0.09,0.11,0.24,0.27,0.18,0.29,0.36,0.1,0.16,0.98",0.103801374666854,0.237350505979761,0.887469586374696,42
"43","0.97,0.14,0.39,0.72,0.93,0.28,0.63,0.84,0.59,0.98,0.88,0.16,0.33,0.04,0.12,0.98",0.100577546133258,0.241832061068702,0.872043662825955,43
"44","0.74,0.9,0.54,0.2,0.04,0.48,0.72,0.74,0.87,0.29,0.43,0.98,0.43,0.8,0.52,0.98",0.0728078958661136,0.229535036018336,0.694189602446483,44
"45","0.6,0.69,0.94,0.54,0.54,0.36,0.61,0.81,0.58,0.02,0.97,0.27,0.54,0.6,0.7,0.98",0.0841818442564176,0.27583914921901,0.8673658235657,45
"46","0.54,0.92,0.51,0.09,0.57,0.71,0.98,0.87,0.74,0.25,0.45,0.11,0.54,0.98,0.95,0.98",0.0811085316308764,0.268377253814147,0.852034525277435,46
"47","0.34,0.35,0.74,0.23,0.11,0.4,0.24,0.65,0.91,0.96,0.48,0.72,0.45,0.69,0.31,0.98",0.0961266610121573,0.246385920804526,0.848093480934808,47
"48","0.16,0.35,0.53,0.38,0.49,0.38,0.65,0.5,0.59,0.22,0.51,0.65,0.33,0.21,0.02,0.98",0.104923551690279,0.261751152073732,0.70556552962298,48
"49","0.54,0.54,0.32,0.14,0.11,0.93,0.51,0.68,0.67,0.96,0.14,0.17,0.66,0.37,0.78,0.98",0.101919819311124,0.259085213032581,0.873612823674476,49
"50","0.19,0.25,0.6,0.15,0.59,0.63,0.12,0.6,0.06,0.34,0.5,0.02,0.98,0.6,0.38,0.98",0.101544943820225,0.261370716510904,0.89134438305709,50
