"GRID_NO","LATITUDE","LONGITUDE","ALTITUDE","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
70048,42.11315,-8.68497,66,1609.1,1097.5,1326.6,1091.2,1235.2,1568.9,1246.2,1181.5,1352.5,994,1018.8,974.4,1117.3,941,1143.4,1363.3,1362.9,1325.6,1402.8,1036.8,1200.9,1664.1,1634.5,1554.3,1369.2,927.8,882.3,1467,782.1,1045.6,1397.8,1292.8,1000.2,985.2,1345.4,1682.7,1089.7,1476,897.6
64048,40.80692,-8.29174,303,1145.5,641.8,991.2,663.7,1023.4,1159.9,1057.6,840.9,952.5,727,992.8,695.8,706.2,538.7,778.8,757.2,920.6,1042.4,1112.5,752.5,901.6,1121.9,1176.4,1221.5,1188.6,704.9,603.4,1113.4,586.2,828.8,1111.5,1186.3,845.5,743.3,1169.4,1299.3,752.5,1293.7,693.3
64049,40.86078,-8.00274,432,1160.8,613.3,985.9,650.7,1036.4,1177.6,1081.6,835.2,937.6,776.3,1023.6,692.1,704.9,545.9,793.9,755.4,897.2,1046.1,1123.3,803,934.9,1090,1202.6,1245.6,1186.3,742.4,635.9,1163.4,613,859.3,1151.2,1243,819.9,771.9,1193.1,1249.2,760.1,1361,721.7
65049,41.07965,-8.06737,332,1241.9,673.1,1053.1,698.7,1087.7,1303.1,1149.4,886.3,1032.3,795.7,1061.2,719.5,768.6,582.6,817.5,956.1,1010.3,1082.1,1193.1,824.3,984.2,1230.3,1273.8,1278,1207.9,742.7,655,1175.6,626.1,867.3,1195.6,1264,865,824,1168.1,1287.6,754.2,1325.7,710.3
64052,41.0173,-7.13317,363,996.9,448.6,762.3,512.9,885.1,935.2,884.7,632.7,788.7,653.5,882.9,514,536.1,410.3,572.1,516.2,708.4,864.1,911.6,578.2,729.4,875.6,935,965.1,930.7,534.8,487.7,832.1,507,577.8,777.5,962.1,610.8,591.7,868.5,776.9,526.8,947.6,492.6
65052,41.2368,-7.19497,330,1048,475.2,781.7,526.4,878.4,976.3,926.7,668.5,790.6,665.4,876.8,540.2,572.2,466.4,614.5,595.6,773,903.1,961.1,607.8,767.3,930.2,994.2,1022.7,946,546.8,502.8,909.6,510.3,618.6,836.8,1003.2,638.7,596.2,911.6,826,541.3,975.8,513.5
66056,41.65463,-6.08444,760,558.8,264.2,330.5,302.3,448.5,501.7,459.2,338.4,434.5,399,534.1,315.1,272.9,334.4,447.9,357.7,480.8,621.1,628.4,353.4,411.6,550.5,547.2,606.3,564.1,348.1,300,549,417.9,399.2,459.4,662.5,411.7,367.1,538.2,471.7,383.8,566.1,324.6
47045,37.02611,-7.99694,3,433.8,317.5,236.8,280.5,448.1,232.4,350.6,313.8,609.9,463.1,916.1,386,276.9,426.3,405,268,467.9,874.2,490.3,275.2,327.1,417.8,601.6,470.9,489.3,296.5,295.1,508.3,324.4,450.1,376.4,664.7,421.2,253.6,336.4,438.8,341.8,435.5,275.8
48043,37.11127,-8.72465,2,333.9,215.7,203.5,212.9,312.8,174.3,283.8,249.6,442.6,316.9,689.6,264.7,203.5,324.2,357.9,228.5,404.2,744.2,544,274.3,323.5,455.1,463.9,465.2,446.8,266,279.9,463.7,273.4,380.5,298.8,651.3,425.3,300.1,313,439.8,356.8,394.3,281.9
48045,37.15727,-8.13669,45,387.7,268.2,222,252.2,401.2,245.3,340.9,318.5,545.5,380.3,857,332.6,234.8,379.1,380.6,242.5,439.3,808.9,515.3,278,324.3,434,539.4,456.9,467.9,277.6,293.4,485.6,307.8,413.5,361.4,656,423.4,272.7,340.6,425.3,345.9,407.3,278.4
49048,37.51334,-7.37886,118,390.1,304.8,228.1,272.1,411.6,282.2,352.5,337.8,519.9,324.9,825.2,263.2,284.2,315.8,385.8,242.6,401.3,790.4,579.1,280.4,339.6,433.9,508.5,426.6,474.7,310.4,247.8,582.4,352.4,459.4,421.8,704.2,466.9,316.6,376.1,444.3,296.6,474.4,323.2
57044,39.05547,-8.97665,28,556.7,271.1,443.6,312.7,445.5,403.9,611.3,431,603.4,423.2,640.5,360.3,316,287.7,492.7,369.8,560.7,740.8,777.2,391,487.5,626.5,581.3,662,666.1,383.4,397.4,712.3,354.5,477.5,624.1,795.3,580.2,414.1,516.2,750.9,393.1,619,345.8
58044,39.27408,-9.04147,87,553.4,261.9,443.2,289.6,433,397,598.5,416.1,556.4,450.1,644.5,331.6,323.8,280.6,483.5,378.8,582.6,734.1,802.7,392.3,483.5,660,609.1,681.3,719.8,403.7,405.6,724.8,355.1,496.9,638.7,795.3,587.6,407.7,535.4,738.4,394.4,644.7,332.4
63047,40.53369,-8.51446,44,1070.2,591.7,908.2,639.5,918.7,1094.7,1020.4,950.4,909.6,673.3,931.7,668.1,668.2,511,784.2,712.4,878.6,986.3,1050.7,707,834.5,1056.9,1069,1134.7,1131.5,658.1,580.2,1047.6,551.6,761.3,1040.4,1086.3,805.7,696.6,1110.9,1263.8,654.2,1235.1,641.3
60046,39.82271,-8.60513,162,773.1,376.6,553.1,443.5,594.4,699,737.9,585.4,651.6,501.4,744.2,462.1,419.3,366.1,631.6,475.6,680.1,827.5,908,477.9,495.8,830.1,790.6,843.9,847.8,521.4,468.1,865.3,442.4,570.1,813.1,886.7,695.2,499.9,743.2,938.4,445.6,856.3,436.7
60048,39.9312,-8.03565,392,912.7,480.4,734.7,561.1,818.7,923,937.2,703.1,804.6,676.4,945.6,567.4,494.8,442.7,698,562.1,711.7,866.3,1008.1,621.4,654.4,863.5,879.6,967.9,910.6,572.9,539.3,915.8,549.2,594.8,836.6,1038,731.1,597,908.7,999.5,563.5,1011.9,499.2
60049,39.9842,-7.75029,393,942.5,495.8,788.3,577.9,883.6,964.9,964.3,723.3,848.6,703.3,970.9,600.4,496.4,430.8,681,569.2,701.6,883.4,1033.2,643.2,679.9,869.4,881.6,1010.9,896.6,582.7,550.4,936.5,568.2,631.1,837.5,1098.6,741.4,620.3,941,981.2,591.8,1093.6,523.9
61045,39.97015,-8.86985,30,784.7,370.5,526.5,414.7,587.7,673.7,723.9,575,657.3,481.9,705.8,462.5,411.8,365.6,607.1,466.8,639.5,822.2,742.5,446.6,471.9,836.2,783,852.3,835.8,502.4,452.6,866.6,408.1,587,818.6,837.1,676.3,508.2,731.8,923.1,434.3,852.1,432.8
61049,40.20352,-7.81251,496,1081.5,536.2,884,617.8,949.3,1087.9,1069.4,780.3,897.4,763.8,1049.1,663.6,587.2,431.3,690.6,553,705.9,916.8,1053.4,671.9,780,971,928.2,1090.7,1004.2,654.1,620.1,1051.4,617.6,720.4,921.3,1207.3,769.5,686.5,1037.3,1052.1,671.6,1293.4,596.3
56044,38.84427,-8.89962,1,571.5,294.8,452,345.6,502.7,419.8,653.7,464.1,611.1,419.4,710.7,401.7,306.7,315.2,474.3,371.9,560.9,773.7,790.5,390.5,504.3,647.5,570.4,672.5,628.2,386.6,389.7,706.9,349.8,464.4,580.9,806.6,568.8,415.7,524.3,765.3,348.6,599.8,335.1
56045,38.89218,-8.63218,34,524,271.7,429.3,313.6,485.9,420.1,619,427.4,579.5,403.6,694.5,359.7,282.5,292.3,455.3,346.6,517.1,751.6,766.7,379.3,473.8,627.7,550.2,640.3,612.1,387.7,363.9,663.7,357.9,438.6,539.9,772.3,541.2,395.8,516,704.7,368.3,567.4,311.4
51045,37.79562,-8.32393,130,423.6,255.5,268.1,295.6,382.8,309,410.9,361.2,499.2,327.9,777.3,308.8,229.9,362.7,385.4,253,427.4,740.3,554.8,292.8,396.7,441.5,509,499,487.3,293.6,295.7,536.5,293.4,400.6,432.4,642.2,476.4,322.9,396.5,521.9,304.2,430.5,280.5
54045,38.45392,-8.50718,78,499.5,270.8,386.8,310.7,462.9,402.5,572.8,405.6,552,367,720.9,349,254.4,313.7,439.8,318.6,499.1,743.7,716.3,361.3,464.7,561.8,539.8,598.7,564.2,341.6,336.5,630,342,428.2,494.1,724,534.4,371.5,474.8,654,320.2,505.4,306.1
52049,38.22554,-7.27299,170,464.6,270.9,277.5,265.3,395.4,402.6,427.2,363.5,512.7,297.8,771.8,274.3,210.5,322.6,384.8,245.1,412.8,652.9,570.8,299.8,369.5,505.1,489,477,469.3,370.2,253.8,569.2,393.8,438.7,456.5,754.5,473.4,361.5,449,532.6,321.5,537.5,340
52050,38.27611,-6.99421,248,463.3,260.6,252.7,259.9,400.3,407,413.8,352,506.2,314.9,738,251.3,238.3,322.4,366,231.2,411.1,656.2,573,288.9,342.9,489.5,482.5,465.2,486.5,379.8,218.3,549.5,429.2,464.5,452.5,795.7,449.2,320.5,460.2,485.3,342.5,543.7,344.8
55050,38.93705,-7.16648,277,554.6,321.4,371.6,298.8,488.4,504.7,501.9,417.5,582.9,398,698.7,320.9,266.9,349.6,442.7,378.1,436.6,698.4,605.4,321.6,391,496.5,522.5,543,525.6,412.9,269.4,534.1,376.1,395.5,454.1,715.1,503.8,381.2,513,522,345.8,524.9,278.5
56048,39.05361,-7.78903,218,558.6,333.8,432.8,338,524,513.1,576.5,452.2,610.9,425.8,731.8,345.8,260.9,339.6,508.3,410.5,491.6,728.5,722.7,399.7,405.1,562.5,600.3,619,588.6,415.3,331.3,656.9,442.8,411,522.4,723.8,556.6,390.8,583,614.8,390.8,622.2,292.5
56049,39.10578,-7.50719,297,603.6,362.4,445.3,352.8,548.9,546.9,578.3,459.9,661.5,464.8,753.3,376.1,283.3,364.5,522.3,451.1,495.4,739.9,707.2,398,427.2,523.9,606.3,619.1,598.6,443,330.1,678.7,460,429.3,519.4,721.8,560.2,405.1,593.4,556.6,409.7,641.4,307.7
57050,39.37711,-7.28402,409,661.7,397.6,483.1,364.8,560.6,566.8,583.9,478.3,699.8,530.5,745.6,399.7,329,423.1,552.5,533.3,578.3,797,803.1,441.6,484.6,570.3,665.1,659.5,660.4,430.5,361.3,752.2,482.5,463,515.2,782.8,590.8,455.3,645.4,580.9,421.4,664.5,321.9
53049,38.44577,-7.33073,184,487.1,297.4,324.1,290.9,443.9,464.6,482.6,397.4,549.1,332.1,776.1,296.3,222.8,340.1,418.7,302.7,424.7,662.6,581.2,323,378.4,520.2,517.5,495.7,505.7,395.1,274,550.7,400.4,447.8,456.2,737.5,482.3,358.2,481.4,528.6,339.8,516.4,311.1
54048,38.61411,-7.66912,235,516.9,324,375.3,334.7,483.6,484.3,554.6,427.8,583.5,388.1,806.8,333.9,236.5,340.3,452.2,322.7,454.5,675.1,595.3,328.5,401,587.1,565.3,565.2,492.6,413.4,297.5,584.6,391.4,411.9,465.7,716.1,526,358.8,520.5,589.9,340.2,502.2,300.5
54049,38.66589,-7.38901,236,506.6,310.6,349.6,301.2,474.3,492.7,503.1,409.9,561.4,373.7,760.8,310.9,233.6,336.5,450.7,332.7,442.5,669.4,595.9,329.2,392.2,514.7,534,517.8,519.8,404.8,281.3,531.7,381.3,404.8,439.1,711.1,488.4,367.9,496.3,521.1,336.2,502.9,289.8
