Product,Year,Fert_ktN
NPK_compound,1969,0
NPK_compound,1970,0
NPK_compound,1971,0
NPK_compound,1972,0
NPK_compound,1973,0
NPK_compound,1974,0
NPK_compound,1975,0
NPK_compound,1976,0
NPK_compound,1977,0
NPK_compound,1978,0
NPK_compound,1979,0
NPK_compound,1980,0
NPK_compound,1981,0
NPK_compound,1982,36
NPK_compound,1983,33.3
NPK_compound,1984,32.2
NPK_compound,1985,34.1
NPK_compound,1986,35.3
NPK_compound,1987,37
NPK_compound,1988,42.8
NPK_compound,1989,39.4
NPK_compound,1990,36.3
NPK_compound,1991,34
NPK_compound,1992,26
NPK_compound,1993,26
NPK_compound,1994,20
NPK_compound,1995,20
NPK_compound,1996,24
NPK_compound,1997,24
NPK_compound,1998,31
NPK_compound,1999,28
NPK_compound,2000,29
NPK_compound,2001,26
NPK_compound,2002,23
NPK_compound,2003,23
NPK_compound,2004,18
NPK_compound,2005,17
NPK_compound,2006,16
NPK_compound,2007,16
NPK_compound,2008,12
NPK_compound,2009,8
NPK_compound,2010,10
NPK_compound,2011,15
NPK_compound,2012,16
NPK_compound,2013,17
NPK_compound,2014,17
NPK_compound,2015,18
NPK_compound,2016,17
NPK_compound,2017,10
Other_NP,1961,0
Other_NP,1962,0
Other_NP,1963,0
Other_NP,1964,0
Other_NP,1965,0
Other_NP,1966,0
Other_NP,1967,0
Other_NP,1968,0
Other_NP,1969,0
Other_NP,1970,0
Other_NP,1971,0
Other_NP,1972,0
Other_NP,1973,0
Other_NP,1974,0
Other_NP,1975,0
Other_NP,1976,0
Other_NP,1977,0
Other_NP,1978,0
Other_NP,1979,0
Other_NP,1980,0
Other_NP,1981,0
Other_NP,1982,0
Other_NP,1983,0
Other_NP,1984,0
Other_NP,1985,0
Other_NP,1986,0
Other_NP,1987,0
Other_NP,1988,0
Other_NP,1989,0
Other_NP,1990,0
Other_NP,1991,0
Other_NP,1992,0
Other_NP,1993,0
Other_NP,1994,7
Other_NP,1995,6
Other_NP,1996,5
Other_NP,1997,4
Other_NP,1998,6
Other_NP,1999,5
Other_NP,2000,5
Other_NP,2001,4
Other_NP,2002,4
Other_NP,2003,3
Other_NP,2004,3
Other_NP,2005,4
Other_NP,2006,4
Other_NP,2007,4
Other_NP,2008,3
Other_NP,2009,4
Other_NP,2010,3
Other_NP,2011,4
Other_NP,2012,4
Other_NP,2013,4
Other_NP,2014,4
Other_NP,2015,4
Other_NP,2016,4
Other_NP,2017,1.8
